tourist_id,timestamp,latitude,longitude,speed_kmph,gps_accuracy_m
T006,2026-01-29 11:41:44.395431,26.91339927200203,75.79369257565695,15.19,4.31
T006,2026-01-29 11:46:44.395431,26.913040472837185,75.79418873135124,5.73,8.91
T006,2026-01-29 11:51:44.395431,26.91349302434689,75.79437239700484,12.74,5.49
T006,2026-01-29 11:56:44.395431,26.91380217300316,75.79400022862583,14.52,7.79
T006,2026-01-29 12:01:44.395431,26.914233876500248,75.79405318571528,10.43,4.96
T006,2026-01-29 12:06:44.395431,26.914466169535324,75.79411247051578,19.49,7.75
T006,2026-01-29 12:11:44.395431,26.9146088852322,75.79397404963987,18.53,3.9
T006,2026-01-29 12:16:44.395431,26.91454072111278,75.79354868043028,14.15,4.3
T006,2026-01-29 12:21:44.395431,26.914519696715583,75.79345560497973,8.94,3.41
T006,2026-01-29 12:26:44.395431,26.91440207504336,75.7937090595659,18.84,6.34
T006,2026-01-29 12:31:44.395431,26.914663480734614,75.79323450292966,15.42,6.37
T006,2026-01-29 12:36:44.395431,26.91478429949834,75.79337466985785,11.41,4.9
T006,2026-01-29 12:41:44.395431,26.914795695275508,75.79353246096537,6.3,7.59
T006,2026-01-29 12:46:44.395431,26.914297312357224,75.79338066941008,15.19,7.84
T006,2026-01-29 12:51:44.395431,26.914354808143,75.79384996445178,7.97,9.7
T006,2026-01-29 12:56:44.395431,26.913864154130223,75.79352095979505,5.34,6.64
T006,2026-01-29 13:01:44.395431,26.913540779763057,75.79321243292426,13.36,8.12
T006,2026-01-29 13:06:44.395431,26.913213714806556,75.79272606709155,13.64,4.52
T006,2026-01-29 13:11:44.395431,26.913302393127417,75.79259815801721,7.34,9.43
T006,2026-01-29 13:16:44.395431,26.912804953482766,75.79269220238966,6.43,3.71
T006,2026-01-29 13:21:44.395431,26.913115337061086,75.79311519069297,6.55,6.66
T006,2026-01-29 13:26:44.395431,26.913500189755602,75.79296030991182,5.96,3.48
T006,2026-01-29 13:31:44.395431,26.913347950802624,75.79284457594139,5.35,8.31
T007,2026-01-29 03:36:44.396430,26.912410973402732,75.78764516484063,19.47,8.89
T007,2026-01-29 03:41:44.396430,26.912411512847743,75.78807823282868,13.63,5.02
T007,2026-01-29 03:46:44.396430,26.912345917510713,75.78791323294958,10.94,3.68
T007,2026-01-29 03:51:44.396430,26.91189079708038,75.78828526938797,17.05,5.11
T007,2026-01-29 03:56:44.396430,26.911695549626533,75.78855301026232,15.46,6.0
T007,2026-01-29 04:01:44.396430,26.91156499549206,75.78810968011436,12.11,9.02
T007,2026-01-29 04:06:44.396430,26.911172981841446,75.78773053542933,14.78,9.52
T007,2026-01-29 04:11:44.396430,26.911294287417398,75.78736488750242,18.3,6.65
T007,2026-01-29 04:16:44.396430,26.911690393125205,75.78741687190167,5.05,6.21
T007,2026-01-29 04:21:44.396430,26.911960900070227,75.78715472231355,12.26,5.66
T007,2026-01-29 04:26:44.396430,26.911797308372105,75.78757283956098,8.22,8.25
T007,2026-01-29 04:31:44.396430,26.911777429159606,75.78765943227913,10.34,9.24
T007,2026-01-29 04:36:44.396430,26.911606218651855,75.78766722427439,9.37,6.94
T007,2026-01-29 04:41:44.396430,26.911965499817374,75.78808879580004,11.66,9.75
T007,2026-01-29 04:46:44.396430,26.911769259134818,75.78761206053078,13.81,8.52
T007,2026-01-29 04:51:44.396430,26.91184233337886,75.78773333235394,13.79,6.36
T007,2026-01-29 04:56:44.396430,26.911348617604542,75.78727427749628,15.02,4.24
T007,2026-01-29 05:01:44.396430,26.9115960894226,75.78744549393504,10.64,9.01
T007,2026-01-29 05:06:44.396430,26.911394815047785,75.78748621577961,17.19,8.17
T007,2026-01-29 05:11:44.396430,26.911856955915802,75.78781083590489,7.83,5.33
T007,2026-01-29 05:16:44.396430,26.911577151763375,75.78746747961685,13.01,6.73
T007,2026-01-29 05:21:44.396430,26.911323583858245,75.78762994716028,5.36,3.97
T007,2026-01-29 05:26:44.396430,26.91116290147949,75.78727711344511,15.19,6.32
T007,2026-01-29 05:31:44.396430,26.911451460873934,75.7873471976629,11.36,5.31
T007,2026-01-29 05:36:44.396430,26.91194470238886,75.787059110392,12.1,9.86
T007,2026-01-29 05:41:44.396430,26.91227718798691,75.7874408959554,8.75,8.77
T007,2026-01-29 05:46:44.396430,26.911795439275682,75.78780343192757,17.65,7.33
T007,2026-01-29 05:51:44.396430,26.91227344825049,75.78772419237698,18.25,8.4
T007,2026-01-29 05:56:44.396430,26.91205179779206,75.78804491541707,5.32,4.86
T007,2026-01-29 06:01:44.396430,26.912224807357013,75.7882914754442,8.31,5.31
T007,2026-01-29 06:06:44.396430,26.91194196811005,75.787912735671,11.92,5.23
T007,2026-01-29 06:11:44.396430,26.912323350850404,75.78835676951562,14.13,8.31
T007,2026-01-29 06:16:44.396430,26.912578889847087,75.78812563503348,8.24,7.61
T007,2026-01-29 06:21:44.396430,26.912958212044096,75.78809750599035,17.14,8.09
T007,2026-01-29 06:26:44.396430,26.91257869599725,75.78820767581439,17.45,6.71
T007,2026-01-29 06:31:44.396430,26.91245601375608,75.78830367526454,6.12,6.39
T007,2026-01-29 06:36:44.396430,26.912150121130896,75.78805390066441,6.07,4.46
T007,2026-01-29 06:41:44.396430,26.91210615980074,75.78809810077011,6.16,5.65
T007,2026-01-29 06:46:44.396430,26.91258004303107,75.78831421642704,19.08,6.69
T007,2026-01-29 06:51:44.396430,26.91257458747261,75.78870732415217,12.72,5.92
T007,2026-01-29 06:56:44.396430,26.912960443159403,75.7884224609477,10.71,3.0
T007,2026-01-29 07:01:44.396430,26.912465786835803,75.78831708645474,7.89,8.63
T007,2026-01-29 07:06:44.396430,26.912151799632532,75.78795160669924,7.83,7.85
T007,2026-01-29 07:11:44.396430,26.911822826747333,75.78745935666606,5.92,5.67
T007,2026-01-29 07:16:44.396430,26.911582075286418,75.78696080169718,17.9,4.64
T007,2026-01-29 07:21:44.396430,26.911950764830078,75.786516821305,15.14,5.08
T007,2026-01-29 07:26:44.396430,26.911871055200358,75.78643613400763,18.27,8.83
T007,2026-01-29 07:31:44.396430,26.911702590381395,75.78669232395292,9.93,8.94
T007,2026-01-29 07:36:44.396430,26.91206807171657,75.78661287216562,10.44,9.11
T007,2026-01-29 07:41:44.396430,26.912339549958354,75.78696217188386,9.33,3.19
T007,2026-01-29 07:46:44.396430,26.912523034148503,75.78736834582244,7.87,7.75
T007,2026-01-29 07:51:44.396430,26.912416085924942,75.78689975937426,9.5,6.86
T007,2026-01-29 07:56:44.396430,26.91280490536905,75.78673264422419,17.99,4.83
T007,2026-01-29 08:01:44.396430,26.912745971442153,75.78652387003075,9.53,4.48
T007,2026-01-29 08:06:44.396430,26.9126194323953,75.7860290804816,8.17,7.38
T007,2026-01-29 08:11:44.396430,26.912926456508085,75.78627342002854,19.48,9.01
T007,2026-01-29 08:16:44.396430,26.91259934382322,75.78590413966337,16.45,3.19
T007,2026-01-29 08:21:44.396430,26.912466049143262,75.78566330490469,17.86,8.61
T007,2026-01-29 08:26:44.396430,26.912680019417618,75.78522735912526,13.26,4.92
T007,2026-01-29 08:31:44.396430,26.91316239413699,75.78510363688021,15.31,3.49
T007,2026-01-29 08:36:44.396430,26.913456504909192,75.78480457854074,6.4,7.34
T007,2026-01-29 08:41:44.396430,26.91349509129014,75.78467833352043,11.74,9.32
T007,2026-01-29 08:46:44.396430,26.91332981172256,75.78453289166085,11.44,4.94
T007,2026-01-29 08:51:44.396430,26.913091269921303,75.78460673369698,10.69,7.97
T007,2026-01-29 08:56:44.396430,26.913323867604625,75.78422474338142,14.29,5.24
T007,2026-01-29 09:01:44.396430,26.913729790810756,75.78439419003344,17.01,3.28
T007,2026-01-29 09:06:44.396430,26.91386099904472,75.7839000743108,7.63,8.88
T007,2026-01-29 09:11:44.396430,26.91393715495139,75.78374652537227,12.61,7.71
T007,2026-01-29 09:16:44.396430,26.914136279289828,75.78357257638415,10.99,3.99
T007,2026-01-29 09:21:44.396430,26.91439848933253,75.78400464352468,11.36,5.14
T007,2026-01-29 09:26:44.396430,26.914543220265365,75.7840370293787,16.74,6.51
T007,2026-01-29 09:31:44.396430,26.914706641534963,75.78361344500541,9.52,4.31
T007,2026-01-29 09:36:44.396430,26.915028021461087,75.7838437106346,16.84,8.67
T007,2026-01-29 09:41:44.396430,26.91536267982441,75.78349622191107,19.4,5.37
T007,2026-01-29 09:46:44.396430,26.91509672258793,75.78316343072107,15.2,4.95
T007,2026-01-29 09:51:44.396430,26.91491152511707,75.78333176032085,15.35,9.57
T007,2026-01-29 09:56:44.396430,26.915045103740482,75.78313063914494,12.6,4.76
T007,2026-01-29 10:01:44.396430,26.914716913050437,75.78352490019454,6.15,6.46
T007,2026-01-29 10:06:44.396430,26.915152977138163,75.78394486985312,12.17,9.35
T007,2026-01-29 10:11:44.396430,26.915336688508045,75.78398522322414,19.59,5.93
T007,2026-01-29 10:16:44.396430,26.915719297865785,75.78428138468473,5.93,7.13
T007,2026-01-29 10:21:44.396430,26.91585461652873,75.7840504307575,12.16,3.17
T007,2026-01-29 10:26:44.396430,26.9161819646568,75.7835878731528,19.98,6.29
T007,2026-01-29 10:31:44.396430,26.916571714481833,75.78406263906933,12.71,5.72
T007,2026-01-29 10:36:44.396430,26.916339120734307,75.78399651471422,10.86,3.5
T007,2026-01-29 10:41:44.396430,26.916437732360713,75.7837432028951,16.52,8.59
T007,2026-01-29 10:46:44.396430,26.916721019481717,75.78388928991151,15.72,9.63
T007,2026-01-29 10:51:44.396430,26.916615575038776,75.78418902102032,11.78,5.93
T007,2026-01-29 10:56:44.396430,26.916482609891748,75.78389697557205,13.35,4.79
T007,2026-01-29 11:01:44.396430,26.916725513704524,75.78347158181816,6.46,6.13
T007,2026-01-29 11:06:44.396430,26.917016156159928,75.78303849234267,18.04,9.42
T008,2026-01-29 03:36:44.398430,26.912419280652436,75.78766076883963,16.16,3.47
T008,2026-01-29 03:41:44.398430,26.912508900060363,75.78779318472355,19.92,7.25
T008,2026-01-29 03:46:44.398430,26.912745954584647,75.78775504693803,13.6,5.04
T008,2026-01-29 03:51:44.398430,26.91276234260974,75.78820472758952,8.95,5.72
T008,2026-01-29 03:56:44.398430,26.91257171436961,75.78803354611523,17.07,7.64
T008,2026-01-29 04:01:44.398430,26.912633903837218,75.78816362905836,12.88,9.45
T008,2026-01-29 04:06:44.398430,26.912907553291593,75.78845248507697,10.09,9.39
T008,2026-01-29 04:11:44.398430,26.913169418433267,75.78867298919286,5.8,3.57
T008,2026-01-29 04:16:44.398430,26.91326720018764,75.78858319235133,9.73,7.19
T008,2026-01-29 04:21:44.398430,26.913392843726555,75.78882114039496,7.72,9.59
T008,2026-01-29 04:26:44.398430,26.91385423409023,75.78832197619634,17.12,8.32
T008,2026-01-29 04:31:44.398430,26.914009908148703,75.78836004701887,17.02,4.63
T008,2026-01-29 04:36:44.398430,26.913731906796414,75.78856372970792,8.31,9.84
T008,2026-01-29 04:41:44.398430,26.91394866463856,75.7886087529691,7.92,5.88
T008,2026-01-29 04:46:44.398430,26.913697362222567,75.78899536083456,5.34,5.75
T008,2026-01-29 04:51:44.398430,26.913892971949448,75.78895350849791,15.33,4.8
T008,2026-01-29 04:56:44.398430,26.914202370331253,75.7888420193492,9.49,6.63
T008,2026-01-29 05:01:44.398430,26.913936775428606,75.78928007054742,10.74,9.3
T008,2026-01-29 05:06:44.398430,26.913786111161752,75.78904721273341,6.01,7.46
T008,2026-01-29 05:11:44.398430,26.913896725050645,75.78908501629947,8.13,9.17
T008,2026-01-29 05:16:44.398430,26.91414959941421,75.78930251095393,19.25,5.28
T008,2026-01-29 05:21:44.398430,26.913794086485037,75.78894987065114,14.3,4.2
T008,2026-01-29 05:26:44.398430,26.913901643260377,75.7889923075123,13.82,9.9
T008,2026-01-29 05:31:44.398430,26.913737032581597,75.78922110541139,18.67,7.18
T008,2026-01-29 05:36:44.398430,26.91331206400121,75.78913373425912,10.68,6.95
T008,2026-01-29 05:41:44.398430,26.91378780711532,75.78936582053007,7.69,7.78
T008,2026-01-29 05:46:44.398430,26.914163564933908,75.7890029803118,18.85,5.18
T008,2026-01-29 05:51:44.398430,26.914225291428135,75.78880607551399,7.81,6.37
T008,2026-01-29 05:56:44.398430,26.91454195359197,75.78914631123837,8.53,4.15
T008,2026-01-29 06:01:44.398430,26.914409227509406,75.78961411882584,14.77,5.3
T008,2026-01-29 06:06:44.398430,26.91404633687469,75.78995465142663,6.32,8.6
T008,2026-01-29 06:11:44.398430,26.91381917186208,75.79027647926047,7.55,3.12
T008,2026-01-29 06:16:44.398430,26.913813482985887,75.78988841153355,18.67,3.79
T008,2026-01-29 06:21:44.398430,26.913449941128878,75.78989835212039,8.81,9.32
T008,2026-01-29 06:26:44.398430,26.913717885848346,75.79029947953272,17.31,3.48
T008,2026-01-29 06:31:44.398430,26.91397995886232,75.78981429644514,16.53,5.0
T008,2026-01-29 06:36:44.398430,26.914114138083747,75.78950249037824,14.67,7.24
T008,2026-01-29 06:41:44.398430,26.913898254405666,75.7894405580078,18.7,8.53
T008,2026-01-29 06:46:44.398430,26.9134626249691,75.78902785666736,10.89,5.15
T008,2026-01-29 06:51:44.398430,26.913850037545007,75.78911161090599,5.23,6.19
T008,2026-01-29 06:56:44.398430,26.913920835333624,75.78891776853021,7.67,8.74
T008,2026-01-29 07:01:44.398430,26.913920835333624,75.78891776853021,0.0,9.31
T008,2026-01-29 07:06:44.398430,26.913920835333624,75.78891776853021,0.0,8.79
T008,2026-01-29 07:11:44.398430,26.913920835333624,75.78891776853021,0.0,5.65
T008,2026-01-29 07:16:44.398430,26.913920835333624,75.78891776853021,0.0,4.64
T008,2026-01-29 07:21:44.398430,26.913920835333624,75.78891776853021,0.0,7.38
T008,2026-01-29 07:26:44.398430,26.913920835333624,75.78891776853021,0.0,9.73
T008,2026-01-29 07:31:44.398430,26.913920835333624,75.78891776853021,0.0,5.11
T008,2026-01-29 07:36:44.398430,26.913920835333624,75.78891776853021,0.0,3.46
T008,2026-01-29 07:41:44.398430,26.913920835333624,75.78891776853021,0.0,8.49
T008,2026-01-29 07:46:44.398430,26.913920835333624,75.78891776853021,0.0,9.15
T008,2026-01-29 07:51:44.398430,26.913920835333624,75.78891776853021,0.0,5.14
T008,2026-01-29 07:56:44.398430,26.913920835333624,75.78891776853021,0.0,6.49
T008,2026-01-29 08:01:44.398430,26.913920835333624,75.78891776853021,0.0,4.4
T008,2026-01-29 08:06:44.398430,26.913920835333624,75.78891776853021,0.0,4.42
T008,2026-01-29 08:11:44.398430,26.913920835333624,75.78891776853021,0.0,5.63
T008,2026-01-29 08:16:44.398430,26.913920835333624,75.78891776853021,0.0,8.92
T008,2026-01-29 08:21:44.398430,26.913920835333624,75.78891776853021,0.0,6.25
T008,2026-01-29 08:26:44.398430,26.913920835333624,75.78891776853021,0.0,4.4
T008,2026-01-29 08:31:44.398430,26.913920835333624,75.78891776853021,0.0,6.1
T008,2026-01-29 08:36:44.398430,26.913920835333624,75.78891776853021,0.0,4.7
T008,2026-01-29 08:41:44.398430,26.913920835333624,75.78891776853021,0.0,9.57
T008,2026-01-29 08:46:44.398430,26.913920835333624,75.78891776853021,0.0,3.93
T008,2026-01-29 08:51:44.398430,26.913920835333624,75.78891776853021,0.0,9.23
T008,2026-01-29 08:56:44.398430,26.913920835333624,75.78891776853021,0.0,8.4
T008,2026-01-29 09:01:44.398430,26.913920835333624,75.78891776853021,0.0,9.07
T008,2026-01-29 09:06:44.398430,26.913920835333624,75.78891776853021,0.0,4.96
T008,2026-01-29 09:11:44.398430,26.913920835333624,75.78891776853021,0.0,8.56
T008,2026-01-29 09:16:44.398430,26.913920835333624,75.78891776853021,0.0,6.47
T008,2026-01-29 09:21:44.398430,26.913920835333624,75.78891776853021,0.0,7.62
T008,2026-01-29 09:26:44.398430,26.913549844365768,75.7892093724034,10.83,6.47
T008,2026-01-29 09:31:44.398430,26.913497663638317,75.7892720730199,13.71,3.82
T008,2026-01-29 09:36:44.398430,26.913220451032192,75.78955480662846,13.52,5.84
T008,2026-01-29 09:41:44.398430,26.913219144347188,75.78988922238575,8.11,3.77
T008,2026-01-29 09:46:44.398430,26.91340425028101,75.79012692287452,18.66,9.37
T008,2026-01-29 09:51:44.398430,26.913629836643693,75.7904425767879,15.13,9.74
T008,2026-01-29 09:56:44.398430,26.91320036845028,75.79015443483111,16.42,4.74
T008,2026-01-29 10:01:44.398430,26.91322440639091,75.79022044000044,19.21,6.48
T008,2026-01-29 10:06:44.398430,26.913200534945734,75.79019181365008,9.18,8.26
T008,2026-01-29 10:11:44.398430,26.913489637694244,75.7898953693632,11.82,7.71
T008,2026-01-29 10:16:44.398430,26.913485204661285,75.79007547852318,11.01,8.69
T008,2026-01-29 10:21:44.398430,26.913511102224362,75.790153450968,7.87,6.73
T008,2026-01-29 10:26:44.398430,26.913804065392164,75.79029290392225,15.74,9.91
T008,2026-01-29 10:31:44.398430,26.91404948999398,75.79019614925035,9.35,8.87
T008,2026-01-29 10:36:44.398430,26.914543100401254,75.78988026805408,6.94,5.72
T008,2026-01-29 10:41:44.398430,26.914282107191923,75.7899436408702,6.98,8.08
T008,2026-01-29 10:46:44.398430,26.91421231382794,75.789834152551,12.96,3.42
T008,2026-01-29 10:51:44.398430,26.91423098218109,75.78942020838863,19.66,6.35
T008,2026-01-29 10:56:44.398430,26.913967289083587,75.78895627984755,10.38,9.02
T008,2026-01-29 11:01:44.398430,26.914001081073962,75.78870712782476,8.38,5.24
T008,2026-01-29 11:06:44.398430,26.913681967231998,75.78885319794334,19.54,6.93
T008,2026-01-29 11:11:44.398430,26.91411810652642,75.78867296136661,10.63,3.57
T008,2026-01-29 11:16:44.398430,26.914517807814534,75.78873241902481,5.93,6.35
T008,2026-01-29 11:21:44.398430,26.914309519228198,75.78913788771679,6.8,3.59
T008,2026-01-29 11:26:44.398430,26.914348086202825,75.78917700170136,16.35,3.07
T008,2026-01-29 11:31:44.398430,26.914251025839015,75.78958069060988,14.11,8.3
T008,2026-01-29 11:36:44.398430,26.91445782520699,75.78975507348035,13.68,9.67
T008,2026-01-29 11:41:44.398430,26.914398017761965,75.79023481134219,19.26,4.99
T008,2026-01-29 11:46:44.398430,26.914350094850725,75.79025126591803,11.68,6.63
T008,2026-01-29 11:51:44.398430,26.91442445663586,75.79045593045798,10.1,4.94
T008,2026-01-29 11:56:44.398430,26.9144289676548,75.79089468566629,14.84,9.14
T008,2026-01-29 12:01:44.398430,26.914804689840295,75.79072272360763,14.3,7.9
T008,2026-01-29 12:06:44.398430,26.915123567290895,75.7903532187186,15.15,4.85
T008,2026-01-29 12:11:44.398430,26.914802706457834,75.7900211475196,8.73,3.17
T008,2026-01-29 12:16:44.398430,26.914967818607423,75.7899966957933,7.65,8.26
T008,2026-01-29 12:21:44.398430,26.915240222783325,75.78964559992548,12.63,5.04
T008,2026-01-29 12:26:44.398430,26.915587724239366,75.78991754807403,14.97,4.04
T008,2026-01-29 12:31:44.398430,26.915811115543857,75.7897656273254,5.83,7.41
T008,2026-01-29 12:36:44.398430,26.915320858179214,75.79002271265729,17.12,5.69
T008,2026-01-29 12:41:44.398430,26.9150719843307,75.78996103729335,10.43,7.72
T008,2026-01-29 12:46:44.398430,26.915308876666394,75.79020579388484,14.38,4.04
T008,2026-01-29 12:51:44.398430,26.915071938216204,75.79040461650978,7.0,4.2
T008,2026-01-29 12:56:44.398430,26.915504087195632,75.78993921804958,15.78,7.57
T008,2026-01-29 13:01:44.398430,26.9150226657485,75.78982956144915,18.85,3.9
T008,2026-01-29 13:06:44.398430,26.91536233266879,75.78968272354332,15.08,7.18
T008,2026-01-29 13:11:44.398430,26.915700939037976,75.78974491980844,19.29,9.91
T008,2026-01-29 13:16:44.398430,26.91580974907723,75.79002054312947,5.63,3.24
T008,2026-01-29 13:21:44.398430,26.915853671394004,75.79033070300855,19.6,9.98
T008,2026-01-29 13:26:44.398430,26.915665298801112,75.7908083625863,15.82,9.05
T008,2026-01-29 13:31:44.398430,26.91580689403873,75.79128887431803,12.86,6.28
T009,2026-01-29 03:36:44.399430,26.9124309022808,75.78753782453389,18.78,6.03
T009,2026-01-29 03:41:44.399430,26.91239958009564,75.78778164704245,19.32,4.23
T009,2026-01-29 03:46:44.399430,26.912464606145452,75.78825773133052,18.33,4.45
T009,2026-01-29 03:51:44.399430,26.912567226853373,75.78873071215212,16.97,7.08
T009,2026-01-29 03:56:44.399430,26.912841972845303,75.78899967129287,18.98,6.16
T009,2026-01-29 04:01:44.399430,26.912730506235402,75.78939407487252,7.21,5.76
T009,2026-01-29 04:06:44.399430,26.91294535454634,75.78894227279945,12.47,7.02
T009,2026-01-29 04:11:44.399430,26.912698325341626,75.78899717149139,11.87,7.67
T009,2026-01-29 04:16:44.399430,26.912945517639987,75.78858703567933,5.21,5.93
T009,2026-01-29 04:21:44.399430,26.913317968430942,75.78873746848096,6.99,3.81
T009,2026-01-29 04:26:44.399430,26.913788911706572,75.78841261134184,14.39,4.38
T009,2026-01-29 04:31:44.399430,26.913911934816408,75.7881859405004,11.48,4.09
T009,2026-01-29 04:36:44.399430,26.913662373452116,75.78827690217022,7.46,7.12
T009,2026-01-29 04:41:44.399430,26.91359188564578,75.78785728956426,7.74,4.18
T009,2026-01-29 04:46:44.399430,26.91333499893549,75.78830150118951,19.96,3.14
T009,2026-01-29 04:51:44.399430,26.912866343500863,75.78820500112204,17.46,3.23
T009,2026-01-29 04:56:44.399430,26.913341011744656,75.78849008342235,6.17,9.81
T009,2026-01-29 05:01:44.399430,26.913503302192318,75.78825166198297,17.7,4.99
T009,2026-01-29 05:06:44.399430,26.91314486945847,75.7881314833608,9.02,4.13
T009,2026-01-29 05:11:44.399430,26.91342762842743,75.78765939866129,17.83,6.36
T009,2026-01-29 05:16:44.399430,26.913050790762284,75.78757081947403,19.67,4.06
T009,2026-01-29 05:21:44.399430,26.913207813418122,75.7879290112294,5.15,7.95
T009,2026-01-29 05:26:44.399430,26.913259476475115,75.78787687169223,11.16,3.89
T009,2026-01-29 05:31:44.399430,26.913255240012635,75.78782588164071,18.72,8.6
T009,2026-01-29 05:36:44.399430,26.913288226399306,75.78806062394268,5.33,5.94
T009,2026-01-29 05:41:44.399430,26.913786130786402,75.78850711868301,19.62,6.61
T009,2026-01-29 05:46:44.399430,26.913970054365056,75.78859821994038,9.26,7.12
T009,2026-01-29 05:51:44.399430,26.91413781019175,75.78826859811808,14.32,4.29
T009,2026-01-29 05:56:44.399430,26.913685118727507,75.78854808329686,16.88,7.89
T009,2026-01-29 06:01:44.399430,26.91382070763325,75.7886148333061,18.48,8.46
T009,2026-01-29 06:06:44.399430,26.913558224908027,75.78850174415165,6.26,3.7
T009,2026-01-29 06:11:44.399430,26.9137568056164,75.7889887549712,16.16,6.76
T009,2026-01-29 06:16:44.399430,26.913261115137388,75.78911657281266,18.51,7.74
T009,2026-01-29 06:21:44.399430,26.913256982838377,75.78874641621235,6.83,9.43
T009,2026-01-29 06:26:44.399430,26.912960334849046,75.78889265081645,14.21,3.03
T009,2026-01-29 06:31:44.399430,26.912667096612186,75.7892087964816,11.66,6.17
T009,2026-01-29 06:36:44.399430,26.912942387315642,75.78928676435781,6.92,5.04
T009,2026-01-29 06:41:44.399430,26.912525165437014,75.78953760565211,17.98,3.22
T009,2026-01-29 06:46:44.399430,26.912641474297917,75.78924485242966,6.29,8.96
T009,2026-01-29 06:51:44.399430,26.913009071854205,75.78951073055701,18.76,5.5
T009,2026-01-29 06:56:44.399430,26.91323921222619,75.79000614976225,16.28,5.94
T009,2026-01-29 07:01:44.399430,26.913511120811965,75.78960484955432,5.72,4.42
T009,2026-01-29 07:06:44.399430,26.913902272849203,75.78980894782018,10.22,4.05
T009,2026-01-29 07:11:44.399430,26.91371863159545,75.78939607046054,13.78,8.14
T009,2026-01-29 07:16:44.399430,26.914104446585768,75.78933444867086,7.65,3.78
T009,2026-01-29 07:21:44.399430,26.91440571529186,75.78926983019127,15.01,7.34
T009,2026-01-29 07:26:44.399430,26.914538628041708,75.78922688753809,16.42,9.42
T009,2026-01-29 07:31:44.399430,26.91438732007418,75.7895270908966,7.4,5.49
T009,2026-01-29 07:36:44.399430,26.914033115603633,75.78942262548202,14.97,5.46
T009,2026-01-29 07:41:44.399430,26.914406872948735,75.78968640369656,17.14,3.31
T009,2026-01-29 07:46:44.399430,26.91398706283059,75.78982250717692,12.79,7.54
T009,2026-01-29 07:51:44.399430,26.91372627304781,75.78953481362988,6.97,3.08
T009,2026-01-29 07:56:44.399430,26.914100314174803,75.78982304613594,12.84,7.07
T009,2026-01-29 08:01:44.399430,26.914233539221264,75.79022477261094,7.66,9.05
T009,2026-01-29 08:06:44.399430,26.91464123504149,75.7898602613683,12.95,9.84
T009,2026-01-29 08:11:44.399430,26.91416793657886,75.78961448869114,17.68,5.68
T009,2026-01-29 08:16:44.399430,26.914234301490705,75.7896375256708,5.26,7.2
T009,2026-01-29 08:21:44.399430,26.913797650771798,75.78979786418489,18.97,8.51
T009,2026-01-29 08:26:44.399430,26.913678655790253,75.78979534765905,8.16,6.7
T009,2026-01-29 08:31:44.399430,26.91368660149909,75.79001047084591,8.88,9.67
T009,2026-01-29 08:36:44.399430,26.91350500749533,75.79002679305117,13.58,6.66
T009,2026-01-29 08:41:44.399430,26.93270137398687,75.80362346272813,21.38,3.61
T009,2026-01-29 08:46:44.399430,26.944610489122283,75.81775724479785,23.2,8.52
T009,2026-01-29 08:51:44.399430,26.964177246466225,75.82919453660672,19.33,8.73
T009,2026-01-29 08:56:44.399430,26.982516539529446,75.84387883808148,17.38,9.11
T009,2026-01-29 09:01:44.399430,27.00194526773204,75.86050916038162,18.34,7.04
T009,2026-01-29 09:06:44.399430,27.021862114196765,75.87965244155433,24.87,6.57
T009,2026-01-29 09:11:44.399430,27.03708965406984,75.89030612648278,23.99,8.85
T009,2026-01-29 09:16:44.399430,27.052800701836414,75.90157886133217,22.35,7.86
T009,2026-01-29 09:21:44.399430,27.062913499530932,75.9127834375089,21.36,3.14
T009,2026-01-29 09:26:44.399430,27.07569685784293,75.93222906637253,17.43,9.23
T009,2026-01-29 09:31:44.399430,27.087230062538122,75.9505357887882,18.49,4.15
T009,2026-01-29 09:36:44.399430,27.105130101248697,75.9651699629346,16.52,8.92
T009,2026-01-29 09:41:44.399430,27.11570376754863,75.97585938292951,16.87,6.24
T009,2026-01-29 09:46:44.399430,27.133367573011984,75.99159773840056,16.68,8.99
T009,2026-01-29 09:51:44.399430,27.151546698895206,76.00788618810545,20.11,8.11
T009,2026-01-29 09:56:44.399430,27.16950491561432,76.0179317944025,23.03,9.13
T009,2026-01-29 10:01:44.399430,27.184636181077384,76.03616033085282,18.88,7.77
T009,2026-01-29 10:06:44.399430,27.202645540440827,76.04670090136237,16.45,7.64
T009,2026-01-29 10:11:44.399430,27.213219325001617,76.06502955455022,15.17,5.33
T009,2026-01-29 10:16:44.399430,27.22669309790911,76.08084566980763,20.15,9.18
T009,2026-01-29 10:21:44.399430,27.2409572853074,76.09155282750663,24.77,5.78
T009,2026-01-29 10:26:44.399430,27.25112160032142,76.10189269746995,15.42,4.44
T009,2026-01-29 10:31:44.399430,27.265039825619137,76.11693059598632,18.63,8.77
T009,2026-01-29 10:36:44.399430,27.282104504081886,76.13507562287732,18.79,3.43
T009,2026-01-29 10:41:44.399430,27.296531890796782,76.15087323105277,19.29,3.2
T009,2026-01-29 10:46:44.399430,27.3128472792485,76.17048434476118,15.01,4.38
T009,2026-01-29 10:51:44.399430,27.326416862306225,76.18179809232596,19.92,9.36
T009,2026-01-29 10:56:44.399430,27.337812881331118,76.19424881616034,18.72,4.71
T009,2026-01-29 11:01:44.399430,27.348018095860628,76.21245360839738,18.74,8.65
